current_progress,state,next_word 
aesirBBYGBabletBBBBBsonicGGGGG,GGGGG,OKAY
aesirBBYGBabletBBBBY,BBBBY,stoic
aesirBBYGBabletBBBBYstoicGGGGG,GGGGG,OKAY
aesirBBYGBabletBBYBB,BBYBB,spoil
aesirBBYGBabletBBYBBspoilGGGGG,GGGGG,OKAY
aesirBBYGBabletBBGBB,BBGBB,solid
aesirBBYGBabletBBGBBsolidGGGGG,GGGGG,OKAY
aesirBBYGBabletBBGBG,BBGBG,split
aesirBBYGBabletBBGBGsplitGGGGG,GGGGG,OKAY
aesirBBYGBabletBYBBB,BYBBB,squib
aesirBBYGBabletBYBBBsquibGGGGG,GGGGG,OKAY
aesirBBYGY,BBYGY,aargh
aesirBBYGYaarghBBGBB,BBGBB,strip
aesirBBYGYaarghBBGBBstripGGGGG,GGGGG,OKAY
aesirBBYGYaarghBBGYB,BBGYB,sprig
aesirBBYGYaarghBBGYBsprigGGGGG,GGGGG,OKAY
aesirBBGBB,BBGBB,altho
aesirBBGBBalthoBBBBB,BBBBB,abysm
aesirBBGBBalthoBBBBBabysmBBYYB,BBYYB,dusky
aesirBBGBBalthoBBBBBabysmBBYYBduskyGGGGG,GGGGG,OKAY
aesirBBGBBalthoBBBBBabysmBBYYY,BBYYY,musky
aesirBBGBBalthoBBBBBabysmBBYYYmuskyGGGGG,GGGGG,OKAY
aesirBBGBBalthoBBBBBabysmBBYGB,BBYGB,fussy
aesirBBGBBalthoBBBBBabysmBBYGBfussyGGGGG,GGGGG,OKAY
aesirBBGBBalthoBBBBY,BBBBY,abamp
aesirBBGBBalthoBBBBYabampBBBYB,BBBYB,mossy
aesirBBGBBalthoBBBBYabampBBBYBmossyGGGGG,GGGGG,OKAY
aesirBBGBBalthoBBBBYabampBYBBB,BYBBB,bossy
aesirBBGBBalthoBBBBYabampBYBBBbossyGGGGG,GGGGG,OKAY
aesirBBGBBalthoBBBBYabampBYBYB,BYBYB,bosom
aesirBBGBBalthoBBBBYabampBYBYBbosomGGGGG,GGGGG,OKAY
aesirBBGBBalthoBBBYB,BBBYB,aback
aesirBBGBBalthoBBBYBabackBBBBB,BBBBB,hussy
aesirBBGBBalthoBBBYBabackBBBBBhussyGGGGG,GGGGG,OKAY
aesirBBGBBalthoBBBYBabackBBBBY,BBBBY,husky
aesirBBGBBalthoBBBYBabackBBBBYhuskyGGGGG,GGGGG,OKAY
aesirBBGBBalthoBBBGB,BBBGB,abamp
aesirBBGBBalthoBBBGBabampBBBBY,BBBBY,pushy
aesirBBGBBalthoBBBGBabampBBBBYpushyGGGGG,GGGGG,OKAY
aesirBBGBBalthoBBBGBabampBBBYB,BBBYB,mushy
aesirBBGBBalthoBBBGBabampBBBYBmushyGGGGG,GGGGG,OKAY
aesirBBGBBalthoBBBGBabampBYBBB,BYBBB,bushy
aesirBBGBBalthoBBBGBabampBYBBBbushyGGGGG,GGGGG,OKAY
aesirBBGBBalthoBBYBB,BBYBB,adage
aesirBBGBBalthoBBYBBadageBBBBB,BBBBB,musty
aesirBBGBBalthoBBYBBadageBBBBBmustyGGGGG,GGGGG,OKAY
aesirBBGBBalthoBBYBBadageBBBYB,BBBYB,gusty
aesirBBGBBalthoBBYBBadageBBBYBgustyGGGGG,GGGGG,OKAY
aesirBBGBBalthoBBYBBadageBYBBB,BYBBB,dusty
aesirBBGBBalthoBBYBBadageBYBBBdustyGGGGG,GGGGG,OKAY
aesirBBGBBalthoBBYBG,BBYBG,gusto
aesirBBGBBalthoBBYBGgustoGGGGG,GGGGG,OKAY
aesirBBGBBalthoBYYBB,BYYBB,lusty
aesirBBGBBalthoBYYBBlustyGGGGG,GGGGG,OKAY
aesirBBGBY,BBGBY,rusty
aesirBBGBYrustyGGGGG,GGGGG,OKAY
aesirBBGYB,BBGYB,nymph
aesirBBGYBnymphBBBBB,BBBBB,disco
aesirBBGYBnymphBBBBBdiscoGGGGG,GGGGG,OKAY
aesirBBGYBnymphBBBBY,BBBBY,sushi
aesirBBGYBnymphBBBBYsushiGGGGG,GGGGG,OKAY
aesirBBGYBnymphBYBBB,BYBBB,sissy
aesirBBGYBnymphBYBBBsissyGGGGG,GGGGG,OKAY
aesirBBGYBnymphBYBBY,BYBBY,fishy
aesirBBGYBnymphBYBBYfishyGGGGG,GGGGG,OKAY
aesirBBGYBnymphBYBGB,BYBGB,wispy
aesirBBGYBnymphBYBGBwispyGGGGG,GGGGG,OKAY
aesirBBGYBnymphBYYBB,BYYBB,missy
aesirBBGYBnymphBYYBBmissyGGGGG,GGGGG,OKAY
aesirBBGYBnymphYBBBB,YBBBB,bison
aesirBBGYBnymphYBBBBbisonGGGGG,GGGGG,OKAY
aesirBBGYY,BBGYY,risky
aesirBBGYYriskyGGGGG,GGGGG,OKAY
aesirBBGYG,BBGYG,visor
aesirBBGYGvisorGGGGG,GGGGG,OKAY
aesirBBGGB,BBGGB,abamp
aesirBBGGBabampBBBBB,BBBBB,visit
aesirBBGGBabampBBBBBvisitGGGGG,GGGGG,OKAY
aesirBBGGBabampBBBBY,BBBBY,posit
aesirBBGGBabampBBBBYpositGGGGG,GGGGG,OKAY
aesirBBGGBabampBBBYB,BBBYB,music
aesirBBGGBabampBBBYBmusicGGGGG,GGGGG,OKAY
aesirBYBBB,BYBBB,noble
aesirBYBBBnobleBBBBY,BBBBY,ached
aesirBYBBBnobleBBBBYachedBBBYB,BBBYB,empty
aesirBYBBBnobleBBBBYachedBBBYBemptyGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBBYachedBBBGB,BBBGB,tweet
aesirBYBBBnobleBBBBYachedBBBGBtweetGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBBYachedBBBGY,BBBGY,duvet
aesirBYBBBnobleBBBBYachedBBBGYduvetGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBBYachedBBBGG,BBBGG,tweed
aesirBYBBBnobleBBBBYachedBBBGGtweedGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBBYachedBBYYB,BBYYB,theft
aesirBYBBBnobleBBBBYachedBBYYBtheftGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBBYachedBYBYB,BYBYB,eject
aesirBYBBBnobleBBBBYachedBYBYBejectGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBBYachedBYYYB,BYYYB,check
aesirBYBBBnobleBBBBYachedBYYYBcheckGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBBYachedBYYGB,BYYGB,cheek
aesirBYBBBnobleBBBBYachedBYYGBcheekGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBBG,BBBBG,feued
aesirBYBBBnobleBBBBGfeuedBYBBB,BYBBB,thyme
aesirBYBBBnobleBBBBGfeuedBYBBBthymeGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBBGfeuedBYBYB,BYBYB,theme
aesirBYBBBnobleBBBBGfeuedBYBYBthemeGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBBGfeuedBYBGB,BYBGB,emcee
aesirBYBBBnobleBBBBGfeuedBYBGBemceeGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBBGfeuedBYYBY,BYYBY,judge
aesirBYBBBnobleBBBBGfeuedBYYBYjudgeGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBBGfeuedBYYYB,BYYYB,queue
aesirBYBBBnobleBBBBGfeuedBYYYBqueueGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBBGfeuedBYGBB,BYGBB,chute
aesirBYBBBnobleBBBBGfeuedBYGBBchuteGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBBGfeuedBYGYY,BYGYY,etude
aesirBYBBBnobleBBBBGfeuedBYGYYetudeGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBBGfeuedGYYBB,GYYBB,fugue
aesirBYBBBnobleBBBBGfeuedGYYBBfugueGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBBGfeuedGYYBY,GYYBY,fudge
aesirBYBBBnobleBBBBGfeuedGYYBYfudgeGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBYY,BBBYY,cheat
aesirBYBBBnobleBBBYYcheatBBYBB,BBYBB,expel
aesirBYBBBnobleBBBYYcheatBBYBBexpelGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBYYcheatBBGBB,BBGBB,elegy
aesirBYBBBnobleBBBYYcheatBBGBBelegyGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBYYcheatBBGBG,BBGBG,fleet
aesirBYBBBnobleBBBYYcheatBBGBGfleetGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBYYcheatBGGBB,BGGBB,wheel
aesirBYBBBnobleBBBYYcheatBGGBBwheelGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBYYcheatYBYBB,YBYBB,excel
aesirBYBBBnobleBBBYYcheatYBYBBexcelGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBYYcheatYBGBB,YBGBB,fleck
aesirBYBBBnobleBBBYYcheatYBGBBfleckGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBYYcheatYBGBG,YBGBG,elect
aesirBYBBBnobleBBBYYcheatYBGBGelectGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBYYcheatGBYBB,GBYBB,clued
aesirBYBBBnobleBBBYYcheatGBYBBcluedGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBYYcheatGBGBG,GBGBG,cleft
aesirBYBBBnobleBBBYYcheatGBGBGcleftGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBYG,BBBYG,dempt
aesirBYBBBnobleBBBYGdemptBYBBB,BYBBB,fluke
aesirBYBBBnobleBBBYGdemptBYBBBflukeGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBYGdemptBYBBY,BYBBY,flute
aesirBYBBBnobleBBBYGdemptBYBBYfluteGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBYGdemptBYYBB,BYYBB,flume
aesirBYBBBnobleBBBYGdemptBYYBBflumeGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBYGdemptBYYYB,BYYYB,plume
aesirBYBBBnobleBBBYGdemptBYYYBplumeGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBYGdemptYYBBB,YYBBB,elude
aesirBYBBBnobleBBBYGdemptYYBBBeludeGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBGY,BBBGY,adapt
aesirBYBBBnobleBBBGYadaptBBBBB,BBBBB,quell
aesirBYBBBnobleBBBGYadaptBBBBBquellGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBGYadaptBBBBG,BBBBG,exult
aesirBYBBBnobleBBBGYadaptBBBBGexultGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBGYadaptBBBYB,BBBYB,whelp
aesirBYBBBnobleBBBGYadaptBBBYBwhelpGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBGYadaptBYBBB,BYBBB,dwell
aesirBYBBBnobleBBBGYadaptBYBBBdwellGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBGYadaptBYBBG,BYBBG,dwelt
aesirBYBBBnobleBBBGYadaptBYBBGdweltGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBGG,BBBGG,aalii
aesirBYBBBnobleBBBGGaaliiBBYBB,BBYBB,cycle
aesirBYBBBnobleBBBGGaaliiBBYBBcycleGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBBGGaaliiBBGBB,BBGBB,tulle
aesirBYBBBnobleBBBGGaaliiBBGBBtulleGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBYBG,BBYBG,aahed
aesirBYBBBnobleBBYBGaahedBBBYB,BBBYB,butte
aesirBYBBBnobleBBYBGaahedBBBYBbutteGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBYBGaahedBBBYY,BBBYY,budge
aesirBYBBBnobleBBYBGaahedBBBYYbudgeGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBYYY,BBYYY,aahed
aesirBYBBBnobleBBYYYaahedBBBGB,BBBGB,bleep
aesirBYBBBnobleBBYYYaahedBBBGBbleepGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBYYYaahedBBBGG,BBBGG,bleed
aesirBYBBBnobleBBYYYaahedBBBGGbleedGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBYYG,BBYYG,bulge
aesirBYBBBnobleBBYYGbulgeGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBYGG,BBYGG,bugle
aesirBYBBBnobleBBYGGbugleGGGGG,GGGGG,OKAY
aesirBYBBBnobleBBGBY,BBGBY,embed
aesirBYBBBnobleBBGBYembedGGGGG,GGGGG,OKAY
aesirBYBBBnobleBYBBY,BYBBY,aahed
aesirBYBBBnobleBYBBYaahedBBBYB,BBBYB,epoxy
aesirBYBBBnobleBYBBYaahedBBBYBepoxyGGGGG,GGGGG,OKAY
aesirBYBBBnobleBYBBYaahedBBBGB,BBBGB,octet
aesirBYBBBnobleBYBBYaahedBBBGBoctetGGGGG,GGGGG,OKAY
aesirBYBBBnobleBYBBYaahedBBYYB,BBYYB,epoch
aesirBYBBBnobleBYBBYaahedBBYYBepochGGGGG,GGGGG,OKAY
aesirBYBBBnobleBYBBG,BYBBG,aback
aesirBYBBBnobleBYBBGabackBBBBB,BBBBB,quote
aesirBYBBBnobleBYBBGabackBBBBBquoteGGGGG,GGGGG,OKAY
aesirBYBBBnobleBYBBGabackBBBBY,BBBBY,evoke
aesirBYBBBnobleBYBBGabackBBBBYevokeGGGGG,GGGGG,OKAY
aesirBYBBBnobleBYBBGabackBBBYY,BBBYY,choke
aesirBYBBBnobleBYBBGabackBBBYYchokeGGGGG,GGGGG,OKAY
aesirBYBBBnobleBYBYY,BYBYY,extol
aesirBYBBBnobleBYBYYextolGGGGG,GGGGG,OKAY
aesirBYBBBnobleBYBYG,BYBYG,abcee
aesirBYBBBnobleBYBYGabceeBBBBG,BBBBG,glove
aesirBYBBBnobleBYBYGabceeBBBBGgloveGGGGG,GGGGG,OKAY
aesirBYBBBnobleBYBYGabceeBBBYG,BBBYG,elope
aesirBYBBBnobleBYBYGabceeBBBYGelopeGGGGG,GGGGG,OKAY
aesirBYBBBnobleBYBYGabceeBBYBG,BBYBG,clove
aesirBYBBBnobleBYBYGabceeBBYBGcloveGGGGG,GGGGG,OKAY
aesirBYBBBnobleBYBGG,BYBGG,whole
aesirBYBBBnobleBYBGGwholeGGGGG,GGGGG,OKAY
aesirBYBBBnobleBYYYG,BYYYG,aargh
aesirBYBBBnobleBYYYGaarghBBBBB,BBBBB,bloke
aesirBYBBBnobleBYYYGaarghBBBBBblokeGGGGG,GGGGG,OKAY
aesirBYBBBnobleBYYYGaarghBBBYB,BBBYB,globe
aesirBYBBBnobleBYYYGaarghBBBYBglobeGGGGG,GGGGG,OKAY
aesirBYBBBnobleBYGYY,BYGYY,elbow
aesirBYBBBnobleBYGYYelbowGGGGG,GGGGG,OKAY
aesirBYBBBnobleBGBBY,BGBBY,compt
aesirBYBBBnobleBGBBYcomptBGBBB,BGBBB,gooey
aesirBYBBBnobleBGBBYcomptBGBBBgooeyGGGGG,GGGGG,OKAY
aesirBYBBBnobleBGBBYcomptBGBYB,BGBYB,dopey
aesirBYBBBnobleBGBBYcomptBGBYBdopeyGGGGG,GGGGG,OKAY
aesirBYBBBnobleBGBBYcomptBGYBB,BGYBB,modem
aesirBYBBBnobleBGBBYcomptBGYBBmodemGGGGG,GGGGG,OKAY
aesirBYBBBnobleBGBBYcomptBGYBY,BGYBY,totem
aesirBYBBBnobleBGBBYcomptBGYBYtotemGGGGG,GGGGG,OKAY
aesirBYBBBnobleBGBBYcomptGGBBB,GGBBB,covey
aesirBYBBBnobleBGBBYcomptGGBBBcoveyGGGGG,GGGGG,OKAY
aesirBYBBBnobleBGBBYcomptGGBBG,GGBBG,covet
aesirBYBBBnobleBGBBYcomptGGBBGcovetGGGGG,GGGGG,OKAY
aesirBYBBBnobleBGBBYcomptGGGBG,GGGBG,comet
aesirBYBBBnobleBGBBYcomptGGGBGcometGGGGG,GGGGG,OKAY
aesirBYBBBnobleBGBBG,BGBBG,acute
aesirBYBBBnobleBGBBGacuteBBBBG,BBBBG,dodge
aesirBYBBBnobleBGBBGacuteBBBBGdodgeGGGGG,GGGGG,OKAY
aesirBYBBBnobleBGBBGacuteBBYBG,BBYBG,vogue
aesirBYBBBnobleBGBBGacuteBBYBGvogueGGGGG,GGGGG,OKAY
aesirBYBBBnobleBGBBGacuteBBGBG,BBGBG,gouge
aesirBYBBBnobleBGBBGacuteBBGBGgougeGGGGG,GGGGG,OKAY
aesirBYBBBnobleBGBBGacuteBYGBG,BYGBG,coupe
aesirBYBBBnobleBGBBGacuteBYGBGcoupeGGGGG,GGGGG,OKAY
aesirBYBBBnobleBGBYY,BGBYY,width
aesirBYBBBnobleBGBYYwidthBBBBB,BBBBB,golem
aesirBYBBBnobleBGBYYwidthBBBBBgolemGGGGG,GGGGG,OKAY
aesirBYBBBnobleBGBYYwidthBBBBY,BBBBY,hovel
aesirBYBBBnobleBGBYYwidthBBBBYhovelGGGGG,GGGGG,OKAY
aesirBYBBBnobleBGBYYwidthBBBYB,BBBYB,motel
aesirBYBBBnobleBGBYYwidthBBBYBmotelGGGGG,GGGGG,OKAY
aesirBYBBBnobleBGBYYwidthBBBYY,BBBYY,hotel
aesirBYBBBnobleBGBYYwidthBBBYYhotelGGGGG,GGGGG,OKAY
aesirBYBBBnobleBGBYYwidthBBGBB,BBGBB,model
aesirBYBBBnobleBGBYYwidthBBGBBmodelGGGGG,GGGGG,OKAY
aesirBYBBBnobleBGBYYwidthYBBBB,YBBBB,vowel
aesirBYBBBnobleBGBYYwidthYBBBBvowelGGGGG,GGGGG,OKAY
aesirBYBBBnobleBGBYYwidthYBBYB,YBBYB,towel
aesirBYBBBnobleBGBYYwidthYBBYBtowelGGGGG,GGGGG,OKAY
aesirBYBBBnobleBGBYYwidthYBYBB,YBYBB,dowel
aesirBYBBBnobleBGBYYwidthYBYBBdowelGGGGG,GGGGG,OKAY
aesirBYBBBnobleBGBYG,BGBYG,lodge
aesirBYBBBnobleBGBYGlodgeGGGGG,GGGGG,OKAY
aesirBYBBBnobleBGYBG,BGYBG,booze
aesirBYBBBnobleBGYBGboozeGGGGG,GGGGG,OKAY
aesirBYBBBnobleBGYYY,BGYYY,bowel
aesirBYBBBnobleBGYYYbowelGGGGG,GGGGG,OKAY
aesirBYBBBnobleBGYGG,BGYGG,boule
aesirBYBBBnobleBGYGGbouleGGGGG,GGGGG,OKAY
aesirBYBBBnobleYBBBY,YBBBY,bufty
aesirBYBBBnobleYBBBYbuftyBBBBB,BBBBB,kneed
aesirBYBBBnobleYBBBYbuftyBBBBBkneedGGGGG,GGGGG,OKAY
aesirBYBBBnobleYBBBYbuftyBBBBY,BBBBY,hymen
aesirBYBBBnobleYBBBYbuftyBBBBYhymenGGGGG,GGGGG,OKAY
aesirBYBBBnobleYBBBYbuftyBBBBG,BBBBG,enemy
aesirBYBBBnobleYBBBYbuftyBBBBGenemyGGGGG,GGGGG,OKAY
aesirBYBBBnobleYBBBYbuftyBBBYB,BBBYB,event
aesirBYBBBnobleYBBBYbuftyBBBYBeventGGGGG,GGGGG,OKAY
aesirBYBBBnobleYBBBYbuftyBYBBB,BYBBB,unwed
aesirBYBBBnobleYBBBYbuftyBYBBBunwedGGGGG,GGGGG,OKAY
aesirBYBBBnobleYBBBYbuftyBYBYB,BYBYB,unmet
aesirBYBBBnobleYBBBYbuftyBYBYBunmetGGGGG,GGGGG,OKAY
aesirBYBBBnobleYBBBYbuftyBYGBB,BYGBB,unfed
aesirBYBBBnobleYBBBYbuftyBYGBBunfedGGGGG,GGGGG,OKAY
aesirBYBBBnobleYBBBYbuftyBGBBB,BGBBB,queen
aesirBYBBBnobleYBBBYbuftyBGBBBqueenGGGGG,GGGGG,OKAY
aesirBYBBBnobleYBBBG,YBBBG,abaca
aesirBYBBBnobleYBBBGabacaBBBBB,BBBBB,undue
aesirBYBBBnobleYBBBGabacaBBBBBundueGGGGG,GGGGG,OKAY
aesirBYBBBnobleYBBBGabacaBBBGB,BBBGB,dunce
aesirBYBBBnobleYBBBGabacaBBBGBdunceGGGGG,GGGGG,OKAY
aesirBYBBBnobleYBBYY,YBBYY,aback
aesirBYBBBnobleYBBYYabackBBBBB,BBBBB,lumen
aesirBYBBBnobleYBBYYabackBBBBBlumenGGGGG,GGGGG,OKAY
aesirBYBBBnobleYBBYYabackBBBBY,BBBBY,kneel
aesirBYBBBnobleYBBYYabackBBBBYkneelGGGGG,GGGGG,OKAY
aesirBYBBBnobleYBBYG,YBBYG,lunge
aesirBYBBBnobleYBBYGlungeGGGGG,GGGGG,OKAY
aesirBYBBBnobleYBBGY,YBBGY,knelt
aesirBYBBBnobleYBBGYkneltGGGGG,GGGGG,OKAY
aesirBYBBBnobleYBBGG,YBBGG,uncle
aesirBYBBBnobleYBBGGuncleGGGGG,GGGGG,OKAY
aesirBYBBBnobleYBYYY,YBYYY,blend
aesirBYBBBnobleYBYYYblendGGGGG,GGGGG,OKAY
aesirBYBBBnobleYYBBY,YYBBY,advew
aesirBYBBBnobleYYBBYadvewBBBYB,BBBYB,enjoy
aesirBYBBBnobleYYBBYadvewBBBYBenjoyGGGGG,GGGGG,OKAY
aesirBYBBBnobleYYBBYadvewBBBGB,BBBGB,often
aesirBYBBBnobleYYBBYadvewBBBGBoftenGGGGG,GGGGG,OKAY
aesirBYBBBnobleYYBBYadvewBBGYB,BBGYB,envoy
aesirBYBBBnobleYYBBYadvewBBGYBenvoyGGGGG,GGGGG,OKAY
aesirBYBBBnobleYYBBYadvewBYBYG,BYBYG,endow
aesirBYBBBnobleYYBBYadvewBYBYGendowGGGGG,GGGGG,OKAY
aesirBYBBBnobleYYBBG,YYBBG,abohm
aesirBYBBBnobleYYBBGabohmBBYBB,BBYBB,ounce
aesirBYBBBnobleYYBBGabohmBBYBBounceGGGGG,GGGGG,OKAY
aesirBYBBBnobleYYBBGabohmBBGBB,BBGBB,ozone
aesirBYBBBnobleYYBBGabohmBBGBBozoneGGGGG,GGGGG,OKAY
aesirBYBBBnobleYYBBGabohmBBGBY,BBGBY,gnome
aesirBYBBBnobleYYBBGabohmBBGBYgnomeGGGGG,GGGGG,OKAY
aesirBYBBBnobleYYBBGabohmBBGYB,BBGYB,phone
aesirBYBBBnobleYYBBGabohmBBGYBphoneGGGGG,GGGGG,OKAY
aesirBYBBBnobleYYBYY,YYBYY,olden
aesirBYBBBnobleYYBYYoldenGGGGG,GGGGG,OKAY
aesirBYBBBnobleYYBYG,YYBYG,clone
aesirBYBBBnobleYYBYGcloneGGGGG,GGGGG,OKAY
aesirBYBBBnobleYYYBY,YYYBY,ebony
aesirBYBBBnobleYYYBYebonyGGGGG,GGGGG,OKAY
aesirBYBBBnobleYGBBY,YGBBY,chawk
aesirBYBBBnobleYGBBYchawkBBBBB,BBBBB,aahed
aesirBYBBBnobleYGBBYchawkBBBBBaahedBBBGB,BBBGB,money
aesirBYBBBnobleYGBBYchawkBBBBBaahedBBBGBmoneyGGGGG,GGGGG,OKAY
aesirBYBBBnobleYGBBYchawkBBBBBaahedBBBGY,BBBGY,dozen
aesirBYBBBnobleYGBBYchawkBBBBBaahedBBBGYdozenGGGGG,GGGGG,OKAY
aesirBYBBBnobleYGBBYchawkBBBBY,BBBBY,token
aesirBYBBBnobleYGBBYchawkBBBBYtokenGGGGG,GGGGG,OKAY
aesirBYBBBnobleYGBBYchawkBBBYB,BBBYB,abamp
aesirBYBBBnobleYGBBYchawkBBBYBabampBBBBB,BBBBB,woven
aesirBYBBBnobleYGBBYchawkBBBYBabampBBBBBwovenGGGGG,GGGGG,OKAY
aesirBYBBBnobleYGBBYchawkBBBYBabampBBBYB,BBBYB,women
aesirBYBBBnobleYGBBYchawkBBBYBabampBBBYBwomenGGGGG,GGGGG,OKAY
aesirBYBBBnobleYGBBYchawkBBBYY,BBBYY,woken
aesirBYBBBnobleYGBBYchawkBBBYYwokenGGGGG,GGGGG,OKAY
aesirBYBBBnobleYGBBYchawkBYBBB,BYBBB,honey
aesirBYBBBnobleYGBBYchawkBYBBBhoneyGGGGG,GGGGG,OKAY
aesirBYBBBnobleYGBBYchawkGBBBB,GBBBB,coven
aesirBYBBBnobleYGBBYchawkGBBBBcovenGGGGG,GGGGG,OKAY
aesirBYBBBnobleYGYBY,YGYBY,boney
aesirBYBBBnobleYGYBYboneyGGGGG,GGGGG,OKAY
aesirBYBBBnobleGBBBG,GBBBG,nudge
aesirBYBBBnobleGBBBGnudgeGGGGG,GGGGG,OKAY
aesirBYBBBnobleGGBYY,GGBYY,novel
aesirBYBBBnobleGGBYYnovelGGGGG,GGGGG,OKAY
aesirBYBBBnobleGGGGG,GGGGG,OKAY
aesirBYBBY,BYBBY,dropt
aesirBYBBYdroptBYBBB,BYBBB,abcee
aesirBYBBYdroptBYBBBabceeBBBBG,BBBBG,rhyme
aesirBYBBYdroptBYBBBabceeBBBBGrhymeGGGGG,GGGGG,OKAY
aesirBYBBYdroptBYBBBabceeBBBYB,BBBYB,query
aesirBYBBYdroptBYBBBabceeBBBYBqueryGGGGG,GGGGG,OKAY
aesirBYBBYdroptBYBBBabceeBBBYY,BBBYY,every
aesirBYBBYdroptBYBBBabceeBBBYYeveryGGGGG,GGGGG,OKAY
aesirBYBBYdroptBYBBBabceeBBBYG,BBBYG,where
aesirBYBBYdroptBYBBBabceeBBBYGwhereGGGGG,GGGGG,OKAY
aesirBYBBYdroptBYBBBabceeBBYBG,BBYBG,curve
aesirBYBBYdroptBYBBBabceeBBYBGcurveGGGGG,GGGGG,OKAY
aesirBYBBYdroptBYBBBabceeBBYYB,BBYYB,clerk
aesirBYBBYdroptBYBBBabceeBBYYBclerkGGGGG,GGGGG,OKAY
aesirBYBBYdroptBYBBY,BYBBY,abcee
aesirBYBBYdroptBYBBYabceeBBBYB,BBBYB,entry
aesirBYBBYdroptBYBBYabceeBBBYBentryGGGGG,GGGGG,OKAY
aesirBYBBYdroptBYBBYabceeBBBYG,BBBYG,there
aesirBYBBYdroptBYBBYabceeBBBYGthereGGGGG,GGGGG,OKAY
aesirBYBBYdroptBYBBYabceeBBBGB,BBBGB,threw
aesirBYBBYdroptBYBBYabceeBBBGBthrewGGGGG,GGGGG,OKAY
aesirBYBBYdroptBYBBYabceeBBBGG,BBBGG,three
aesirBYBBYdroptBYBBYabceeBBBGGthreeGGGGG,GGGGG,OKAY
aesirBYBBYdroptBYBBG,BYBBG,aahed
aesirBYBBYdroptBYBBGaahedBBBYB,BBBYB,exert
aesirBYBBYdroptBYBBGaahedBBBYBexertGGGGG,GGGGG,OKAY
aesirBYBBYdroptBYBBGaahedBBBGB,BBBGB,egret
aesirBYBBYdroptBYBBGaahedBBBGBegretGGGGG,GGGGG,OKAY
aesirBYBBYdroptBYBYB,BYBYB,aargh
aesirBYBBYdroptBYBYBaarghBBYBB,BBYBB,rupee
aesirBYBBYdroptBYBYBaarghBBYBBrupeeGGGGG,GGGGG,OKAY
aesirBYBBYdroptBYBYBaarghBBGBB,BBGBB,puree
aesirBYBBYdroptBYBYBaarghBBGBBpureeGGGGG,GGGGG,OKAY
aesirBYBBYdroptBYBYBaarghBBGGB,BBGGB,purge
aesirBYBBYdroptBYBYBaarghBBGGBpurgeGGGGG,GGGGG,OKAY
aesirBYBBYdroptBYYBB,BYYBB,buggy
aesirBYBBYdroptBYYBBbuggyBBBBB,BBBBB,force
aesirBYBBYdroptBYYBBbuggyBBBBBforceGGGGG,GGGGG,OKAY
aesirBYBBYdroptBYYBBbuggyBBBGB,BBBGB,forge
aesirBYBBYdroptBYYBBbuggyBBBGBforgeGGGGG,GGGGG,OKAY
